uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
13503,texas_rangers_2001,Texas Rangers,Texas Rangers,2001-11-30,,,5,5.4,19,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly (McDermott) to form a company of Rangers to help uphold the law along the Mexican border. With a few veterans of the war (Patrick, Travis), most of the recruits are young men (Van Der Beek, Kutcher, Raymond) who have little or no experience with guns or policing crime.",,5362,Steve Miner
13600,city_of_ember_2008,City of Ember,City of Ember,2008-10-07,55000000.0,17869048.0,23,6.2,605,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",Escape is the only option,5036,Gil Kenan
68722,the_master_2012,The Master,The Master,2012-09-07,32000000.0,28258060.0,25,7.0,701,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",Every Man Needs a Guide,5363,Paul Thomas Anderson
14324,virgin_territory_2007,Virgin Territory,Virgin Territory,2007-12-17,38000000.0,5410749.0,6,4.3,75,"The film is set in Tuscany during the Black Death. As in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance and swordplay. There are randy nuns, Saracen pirates, and a sexy cow.",Anything Can Happen When You're In ... Virgin Territory,5364,David Leland
14325,the_express_2008,The Express,The Express,2008-10-10,40000000.0,9793496.0,3,7.1,71,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",He changed our country... one yard at a time.,5207,Gary Fleder
299687,the_5th_wave_2016,The 5th Wave,The 5th Wave,2016-01-14,38000000.0,109906372.0,57,5.6,1945,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,Protect Your Own,5365,J Blakeson
312221,creed_2015,Creed,Creed,2015-11-25,37000000.0,173567581.0,57,7.3,1915,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Your legacy is more than a name,5366,Ryan Coogler
23168,the_town_2010,The Town,The Town,2010-09-15,37000000.0,154026136.0,24,7.0,1468,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",Welcome to the bank robbery capital of America.,5278,Ben Affleck
76494,what_to_expect_when_youre_expecting_2012,What to Expect When You're Expecting,What to Expect When You're Expecting,2012-05-17,40000000.0,79700000.0,27,5.8,594,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",It's too late to pull out now.,5367,Kirk Jones
4944,burn_after_reading_2008,Burn After Reading,Burn After Reading,2008-09-05,37000000.0,163720069.0,31,6.5,1222,"When a disc containing memoirs of a former CIA analyst falls into the hands of Linda Litzke and Chad Feldheimer, the two gym employees see a chance to make enough money for her to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo doofuses and those in their orbit.",Intelligence is relative.,5135,Joel Coen
10488,nims_island_2008,Nim's Island,Nim's Island,2008-04-03,37000000.0,100076342.0,14,5.6,330,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,Your adventure starts here.,5368,Jennifer Flackett
96721,rush_2013,Rush,Rush,2013-09-02,38000000.0,90247624.0,33,7.7,2277,A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.,Everyone's driven by something.,4846,Ron Howard
334,magnolia_1999,Magnolia,Magnolia,1999-12-08,37000000.0,48451803.0,30,7.5,825,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","Things fall down. People look up. And when it rains, it pours.",5363,Paul Thomas Anderson
23742,cop_out_2010,Cop Out,Cop Out,2010-02-26,30000000.0,55583804.0,25,5.3,511,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites – especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time, and without any backup – except for each other.",Rock out with your Glock out,5369,Kevin Smith
259694,how_to_be_single_2016,How to Be Single,How to Be Single,2016-01-21,38000000.0,112343513.0,46,5.9,1201,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",Welcome to the party,5370,Christian Ditter
62837,dolphin_tale_2011,Dolphin Tale,Dolphin Tale,2011-09-23,37000000.0,95404397.0,6,6.7,163,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,Inspired by the amazing true story of Winter.,5371,Charles Martin Smith
8966,twilight_2008,Twilight,Twilight,2008-11-20,37000000.0,392616625.0,127,5.8,3561,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.","When you can live forever, what do you live for?",5293,Catherine Hardwicke
8470,john_q_2002,John Q,John Q,2002-02-15,36000000.0,102244770.0,27,7.0,594,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",Give a father no options and you leave him no choice.,5309,Nick Cassavetes
11001,blue_streak_1999,Blue Streak,Blue Streak,1999-09-17,65000000.0,117758500.0,16,6.1,352,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as a LAPD detective",He's A Cop That's Not.,5002,Les Mayfield
138832,were_the_millers_2013,We're the Millers,We're the Millers,2013-08-07,37000000.0,269994119.0,100,6.8,2972,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,-If anyone asks.,5194,Rawson Marshall Thurber
16911,the_inhabited_island_2008,The Inhabited Island,Obitaemyy Ostrov,2008-12-18,36500000.0,21834845.0,2,5.3,23,"On the threshold of 22nd century, furrowing the space, protagonist from the Free Search Group makes emergency landing on an unknown planet where he must stay. People who are living on this planet have remained at the stone level of the 20th century, with its social problems, miserable ecology and shaky world..",,5372,Fyodor Bondarchuk
2163,breakdown_1997,Breakdown,Breakdown,1997-05-02,36000000.0,50159144.0,9,6.6,198,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",It could happen to you.,4826,Jonathan Mostow
36670,never_say_never_again_1983,Never Say Never Again,Never Say Never Again,1983-10-07,36000000.0,160000000.0,23,5.8,338,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.",Sean Connery is James Bond 007,5373,Irvin Kershner
23048,hot_tub_time_machine_2010,Hot Tub Time Machine,Hot Tub Time Machine,2010-03-26,36000000.0,64572262.0,33,6.0,894,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",Kick some past,5374,Steve Pink
227735,dolphin_tale_2_2014,Dolphin Tale 2,Dolphin Tale 2,2014-09-12,36000000.0,52424533.0,6,6.7,96,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,WINTER's amazing true story... now has HOPE.,5371,Charles Martin Smith
2155,reindeer_games_2000,Reindeer Games,Reindeer Games,2000-02-25,42000000.0,32168970.0,11,5.4,173,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",The trap is set. The game is on.,5167,John Frankenheimer
8409,a_man_apart_2003,A Man Apart,A Man Apart,2003-04-04,36000000.0,44350926.0,19,5.8,258,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",Love changes a man. Revenge tears him apart.,5033,F. Gary Gray
222936,aloha_2015,Aloha,Aloha,2015-05-27,37000000.0,26250020.0,29,5.2,692,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Sometimes you have to say goodbye before you can say hello.,5056,Cameron Crowe
31908,ghosts_of_mississippi_1996,Ghosts of Mississippi,Ghosts of Mississippi,1996-12-20,,,8,6.2,40,"Ghosts of Mississippi is a drama covering the final trial of the assassin, Bryon De La Beckwith, of the 60s civil rights leader Medgar Evers. It begins with the murder and the events surrounding the two initial trials which both ended in a hung jury. The movie then covers District Attorney, Bobby DeLaughters transformation and alliance with Myrlie Evers, wife of Medgar Evers, of the, as he becomes more involved with bringing Beckwith to trial for the third time 30 years later. Some of the characters are played by the actual participants in this story.",From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,5101,Rob Reiner
10219,snow_falling_on_cedars_1999,Snow Falling on Cedars,Snow Falling on Cedars,1999-12-22,,,2,6.3,32,"A Japanese-American fisherman may have killed his neighbor Carl at sea. In the 1950s, race figures in the trial. So does reporter Ishmael.",From the director of 'Shine',5375,Scott Hicks
48171,the_rite_2011,The Rite,The Rite,2011-01-28,37000000.0,96047633.0,11,5.8,556,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",You can only defeat it when you believe.,5071,Mikael Håfström
782,gattaca_1997,Gattaca,Gattaca,1997-09-07,36000000.0,12532777.0,70,7.5,1808,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",There is no gene for the human spirit.,5226,Andrew Niccol
75531,isnt_she_great_2000,Isn't She Great,Isn't She Great,2000-01-28,36000000.0,3003296.0,1,4.6,14,"An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of ""The Valley Of The Dolls"" and other trashy novels. Facing a failing career, Susann meets a successful promoter who becomes her husband. After several failures to place her in commercials and a TV quiz show, he hits upon the idea for her to become a writer. In the pre-60's, her books were looked upon as trash and non-printable. But then the sexual revolution hit and an audience was born for her books. The story shows the hidden behind the scenes story of Susan's life, including her autistic son and her continuing bout with cancer that she hid up to her death",Talent Isn't Everything...,5223,Andrew Bergman
11802,space_chimps_2008,Space Chimps,Space Chimps,2008-07-17,37000000.0,63800345.0,6,5.2,99,"Circus monkey Ham III works in a circus where he's regularly shot from a canon but he still lives in the shadow of his father's legacy. A natural born rebel against authority, Ham III is initially reluctant to go on a dangerous space mission to rescue a lost space probe, but away he goes, for lots of RIGHT STUFF-style astro-training alongside two highly prepared chimps, Luna and Titan.","Houston, we have a problem!",5376,Kirk De Micco
9776,head_of_state_2003,Head of State,Head of State,2003-01-01,,,3,5.3,71,"When a presidential candidate dies unexpectedly in the middle of the campaign, the Democratic party unexpectedly picks a Washington, D.C. alderman, Mays Gilliam (Rock) as his replacement .",,5377,Chris Rock
18785,the_hangover_2009,The Hangover,The Hangover,2009-06-05,35000000.0,459270619.0,82,7.2,6173,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Some guys just can't handle Vegas.,4993,Todd Phillips
365222,ip_man_3_2015,Ip Man 3,葉問3,2015-12-19,36000000.0,156844753.0,19,6.5,379,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",,5378,Wilson Yip
817,austin_powers_the_spy_who_shagged_me_1999,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,1999-06-08,33000000.0,310940086.0,18,6.2,1011,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.","I'm back, baby!",4948,Jay Roach
268,batman_1989,Batman,Batman,1989-06-23,35000000.0,411348924.0,44,7.0,2096,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",Have you ever danced with the devil in the pale moonlight?,4785,Tim Burton
45054,there_be_dragons_2011,There Be Dragons,There Be Dragons,2011-03-25,,,6,5.9,27,"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.While researching the life of Josemaria Escriva, the controversial founder of Opus Dei, the young journalist Robert uncovers hidden stories of his estranged father Manolo, and is taken on a journey through the dark, terrible secrets of his family’s past.",,4819,Roland Joffé
943,lethal_weapon_3_1992,Lethal Weapon 3,Lethal Weapon 3,1992-05-15,35000000.0,321731527.0,36,6.4,811,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",The magic is back again!,4866,Richard Donner
22881,the_blind_side_2009,The Blind Side,The Blind Side,2009-11-20,29000000.0,309208309.0,25,7.2,1597,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",Based on the extraordinary true story,4957,John Lee Hancock
10054,spy_kids_2001,Spy Kids,Spy Kids,2001-03-18,35000000.0,147934180.0,21,5.5,867,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",Real spies...only smaller,5097,Robert Rodriguez
51540,horrible_bosses_2011,Horrible Bosses,Horrible Bosses,2011-07-08,35000000.0,117000000.0,50,6.5,2277,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",Ever wish your boss was dead?,4997,Seth Gordon
44264,true_grit_2010,True Grit,True Grit,2010-12-22,38000000.0,252276927.0,49,7.2,1668,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",Punishment Comes One Way or Another.,5135,Joel Coen
350,the_devil_wears_prada_2006,The Devil Wears Prada,The Devil Wears Prada,2006-06-30,35000000.0,326551094.0,83,7.0,3088,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,5106,David Frankel
152,star_trek_the_motion_picture_1979,Star Trek: The Motion Picture,Star Trek: The Motion Picture,1979-12-06,35000000.0,139000000.0,24,6.2,530,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",The human adventure is just beginning.,5379,Robert Wise
109431,identity_thief_2013,Identity Thief,Identity Thief,2013-02-07,35000000.0,173965010.0,34,5.6,1645,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",She's having the time of his life,4997,Seth Gordon
1598,cape_fear_1991,Cape Fear,Cape Fear,1991-11-15,35000000.0,182300000.0,27,7.0,675,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",There is nothing in the dark that isn't there in the light. Except fear.,4809,Martin Scorsese
8065,21_2008,21,21,2008-03-27,35000000.0,69823199.0,45,6.5,1375,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,5035,Robert Luketic
271718,trainwreck_2015,Trainwreck,Trainwreck,2015-07-17,35000000.0,140795793.0,72,5.9,1181,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",We All Know One.,5047,Judd Apatow
11638,guess_who_2005,Guess Who,Guess Who,2005-03-25,35000000.0,68915888.0,3,5.5,225,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",His house. His rules. Some in-laws were made to be broken.,5380,Kevin Rodney Sullivan
409,the_english_patient_1996,The English Patient,The English Patient,1996-11-14,27000000.0,231976425.0,29,7.0,542,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.","In love, there are no boundaries.",5000,Anthony Minghella
2118,l_a_confidential_1997,L.A. Confidential,L.A. Confidential,1997-09-19,35000000.0,126216940.0,24,7.7,1310,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,Everything is suspect... Everyone is for sale... And nothing is what it seems.,5182,Curtis Hanson
11459,sky_high_2005,Sky High,Sky High,2005-07-29,35000000.0,86369815.0,11,5.8,550,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Saving The World... One Homework Assignment At A Time.,4821,Mike Mitchell
10806,in_out_1997,In & Out,In & Out,1997-09-10,35000000.0,,11,6.3,177,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,An out-and-out comedy.,4947,Frank Oz
9348,species_1995,Species,Species,1995-07-07,35000000.0,113374103.0,23,5.5,453,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",Our time is up.,4904,Roger Donaldson
377,a_nightmare_on_elm_street_1984,A Nightmare on Elm Street,A Nightmare on Elm Street,1984-11-14,1800000.0,25504513.0,38,7.2,1180,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",5307,Wes Craven
8843,the_cell_2000,The Cell,The Cell,2000-08-17,33000000.0,104155843.0,25,6.0,436,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,Enter The Mind Of A Killer,4986,Tarsem Singh
9313,the_man_in_the_iron_mask_1998,The Man in the Iron Mask,The Man in the Iron Mask,1998-03-12,,,28,6.3,1018,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",For the honor of a king. And the destiny of a country. All for one.,5057,Randall Wallace
39486,secretariat_2010,Secretariat,Secretariat,2010-08-20,35000000.0,60251371.0,9,6.8,103,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",The Impossible True Story,5057,Randall Wallace
1273,tmnt_2007,TMNT,TMNT,2007-03-23,34000000.0,95608995.0,18,6.0,345,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",,5381,Kevin Munroe
13920,radio_2003,Radio,Radio,2003-10-24,32000000.0,52277485.0,9,6.8,141,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",His courage made them champions.,5382,Mike Tollin
50544,friends_with_benefits_2011,Friends with Benefits,Friends with Benefits,2011-07-21,35000000.0,150483765.0,40,6.5,2237,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",Some friends come with a happy ending.,5090,Will Gluck
325133,neighbors_2_sorority_rising_2016,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016-05-04,35000000.0,108758521.0,50,5.6,1462,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,New neighbors.,5310,Nicholas Stoller
140823,saving_mr_banks_2013,Saving Mr. Banks,Saving Mr. Banks,2013-11-16,35000000.0,112544580.0,31,7.3,1226,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,"Where her book ended, their story began.",4957,John Lee Hancock
1883,malcolm_x_1992,Malcolm X,Malcolm X,1992-11-18,34000000.0,48169908.0,19,7.2,370,The biopic of the controversial and influential Black Nationalist leader.,,5195,Spike Lee
89492,this_is_40_2012,This Is 40,This Is 40,2012-12-20,35000000.0,88058786.0,38,5.6,896,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",The sort-of sequel to 'Knocked Up',5047,Judd Apatow
22949,old_dogs_2009,Old Dogs,Old Dogs,2009-11-24,35000000.0,92219310.0,13,5.2,210,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",Life is Not Child-Proof.,4963,Walt Becker
12437,underworld_rise_of_the_lycans_2009,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,2009-01-22,35000000.0,91353501.0,51,6.2,1428,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",Every war has a beginning.,5383,Patrick Tatopoulos
2959,license_to_wed_2007,License to Wed,License to Wed,2007-07-04,35000000.0,69307224.0,14,5.2,253,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",First came love... then came Reverend Frank.,5306,Ken Kwapis
9957,the_benchwarmers_2006,The Benchwarmers,The Benchwarmers,2006-04-07,,,6,5.2,242,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,Get off the bench and get into the game.,4964,Dennis Dugan
11648,must_love_dogs_2005,Must Love Dogs,Must Love Dogs,2005-07-21,30000000.0,58405313.0,11,5.8,140,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",,5384,Gary David Goldberg
9366,donnie_brasco_1997,Donnie Brasco,Donnie Brasco,1997-02-27,35000000.0,41954997.0,40,7.4,1147,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,Based on a true story.,4797,Mike Newell
1576,resident_evil_2002,Resident Evil,Resident Evil,2002-03-15,33000000.0,102984862.0,40,6.4,2065,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",A secret experiment. A deadly virus. A fatal mistake.,4974,Paul W.S. Anderson
609,poltergeist_1982,Poltergeist,Poltergeist,1982-06-04,10700000.0,122200000.0,36,7.0,794,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",They're here.,5385,Tobe Hooper
5516,the_ladykillers_2004,The Ladykillers,The Ladykillers,2004-03-25,,,23,6.0,415,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",The greatest criminal minds of all time have finally met their match.,5135,Joel Coen
